Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
171420.0,1.93882379321794,-0.372719164902914,-1.46075713880918,0.228671124380799,-0.0319778287062512,-0.757652583336728,0.0406589830264823,-0.11563212179458,0.639860515103907,0.19621342387496,0.475492702009639,0.0262206112095705,-1.5857359745312,0.978711411663487,0.332530132788502,0.138028663070752,-0.739238831727783,0.703452038171657,0.0806751469385399,-0.227035125214639,0.30843280837916,0.83300953682539,-0.0730269232324889,-0.399508156331282,0.177647309061177,-0.0959282940952139,-0.0379128121973054,-0.0659418350594298,54.07,0
125612.0,1.88961791435199,1.07309853428207,-1.67801752213825,4.17326819444992,1.01551580609762,-0.0093890345376856,-0.0797056036973578,0.0640708218352963,-0.714516675807338,0.0422275201898101,-0.408402781057003,-0.929370065771482,0.0586863166856154,-3.51284546122181,-0.164612974126633,2.06985302474878,1.7333815808837,1.58075796212324,-2.33518537609962,-0.15357026465285,0.203727978494943,0.733795720552592,-0.0365597489616082,0.334305770703597,0.147171035637962,0.279556488222951,0.0316687807243937,0.0358833226413502,3.22,1
143434.0,-2.7294819717688,3.31249456257958,-4.24271044395109,5.03698507739508,-0.376561160600044,-1.53246175254658,-3.44915850302961,1.85683931947767,-3.62333368933656,-5.6536376856402,3.94231582587852,-5.8837243606062,-1.34781373713666,-9.26612018494559,-2.4595563246821,-2.20564448269106,-5.70908680498665,-1.11393664017816,-1.55653021213315,0.164287792503557,0.72741506386268,-0.301431744500987,-0.502433327315861,-0.462308576168739,0.510682747439828,0.0466646930679243,0.514645779891103,0.140998673095746,1.0,1
68207.0,-13.1926709562391,12.785970638298,-9.90665002092758,3.32033688288942,-4.80117593230105,5.76005855618556,-18.7508891580107,-37.3534426378925,-0.391539743919107,-5.05250236713858,4.40680552357904,-4.61075647740608,-1.90948796970811,-9.07271093398351,-0.226074450896345,-6.21155748212485,-6.24814535335983,-3.14924669470095,0.0515761185277783,-3.49304991519446,27.2028391573154,-8.88701714094871,5.30360690376998,-0.639434802306313,0.263203123457008,-0.108876929971315,1.26956635541013,0.939407362758877,1.0,1
139117.0,-3.97593925787714,-1.24493887246577,-3.70741371980754,4.54477220840185,4.05067557270479,-3.40767861716595,-5.06311826997904,1.00704199678733,-3.19015819504631,-4.25071651144568,4.18216236800046,-4.56367473788251,1.18250275143465,-6.96497247579046,1.11533951405808,-4.99733165466689,-6.41953891153561,-1.18359273970866,3.56973257751778,2.1094026874149,1.05973707375805,-0.037394796398813,0.348707142883828,-0.162929482857413,0.410530958112178,-0.123612265343157,0.877423851434985,0.667568429836307,8.3,1
159556.0,-0.126672002883047,0.610815673885871,-0.800798209481537,-0.180092051415569,1.50134525863077,-1.24257020136834,0.695467104783107,-0.316205762560467,0.0326006553648701,-0.838587274551132,-1.13568776642357,-0.40938954029891,0.276362900063355,-1.01611162727302,0.764427915434589,0.271445598738716,0.232089076513927,0.951179903281048,0.127205055715418,-0.166974902524924,0.248461547657908,0.868427825669868,-0.36882400163828,-0.767899823674249,-0.307527243180836,-0.120662093610176,0.0800470110472305,0.0988742922543264,9.7,0
125380.0,-0.447389403730317,-4.44233728508278,-2.30462709094144,0.860961692744956,-0.635397834584432,2.22990474925997,0.834423198483397,0.29740929874573,0.788437203791492,-0.586391744540636,0.724047782833385,1.02057483764359,-0.223261262882499,0.455252040090496,0.189252724389518,-0.197648119956036,0.122054953251151,-1.13652724938192,-0.632983524878671,2.19711319214408,0.378774873840504,-1.47976115340512,-0.557824842184586,-0.915650709206656,-1.22194709568206,0.0987235064523649,-0.234423929826554,0.142417993526021,1218.4,0
76886.0,1.22479311621378,-0.224306246494142,0.349243148655113,-0.0545377713543794,-0.52006848117585,-0.439206862386615,-0.252006871183512,-0.0678259233986911,0.476909804419996,-0.180879290626788,-1.02337917645902,-0.188277864424346,0.0485554092599865,0.0959085157969151,1.37132029914709,0.799290867977543,-0.705812768906379,-0.112381026837396,0.261929295829346,0.0509517245882025,-0.222026301505681,-0.773142351127366,0.0107009168777507,-0.427701425390778,0.094193348137411,0.836428248870418,-0.0745028253099626,0.0143622007390723,54.85,0
166509.0,-0.752154276816714,0.731196171803348,0.761380363382203,-0.800062624882472,-0.0468492789718707,0.147899657969933,-0.143272691389022,0.640826891244561,0.484036035733159,-0.825894244379433,-2.3550280187651,-0.606023348696052,-0.487134237851199,0.0320492141735358,0.111714561566087,0.667211101537407,-0.665646287153774,0.538634613893604,-0.0473253789549834,-0.073779273057673,0.173145604356694,0.583470225181385,-0.271328751944829,-1.02742827755976,-0.204764899310949,0.624711104941023,0.242868770854287,0.135287297057227,11.5,0
148376.0,-1.25162983022328,2.0794299259561,-1.57615038554932,-1.15917441023862,0.471840002354679,-1.82460547031878,1.1558899654446,0.189937969982834,-0.0100087419701354,0.208950805868693,-1.01024577880617,0.114029768194169,-0.282164520818294,0.959145573763477,-0.130001171613047,-0.627797065135863,-0.129670948455815,-0.463054856792209,-0.303525793160021,0.145229838713749,0.195362606907201,0.883785151297503,-0.139169840307239,0.0244751490883022,-0.152024108012126,0.0816477262154377,0.298362952435636,0.100993088066852,0.31,0
